,Make,Model,Year,0
758,Audi,Q7quattro,2007,12900
759,Audi,Q7quattro,2008,17995
760,Audi,Q7quattro,2008,14988
761,Audi,Q7quattro,2008,13995
762,Audi,Q7quattro,2009,18999
763,Audi,Q7quattro,2009,18988
764,Audi,Q7quattro,2009,18200
765,Audi,Q7quattro,2010,24988
766,Audi,Q7quattro,2010,24888
767,Audi,Q7quattro,2011,25555
768,Audi,Q7quattro,2011,24988
769,Audi,Q7quattro,2011,20248
770,Audi,Q7quattro,2012,29988
771,Audi,Q7quattro,2012,29920
772,Audi,Q7quattro,2012,29243
773,Audi,R8,2017,210576
774,Audi,R8,2017,193991
775,Audi,R8,2017,191476
776,Audi,R82dr,2008,77500
777,Audi,R82dr,2008,56895
778,Audi,R82dr,2009,82885
779,Audi,R82dr,2009,74987
780,Audi,R82dr,2010,94950
781,Audi,R82dr,2011,98957
782,Audi,R82dr,2011,97951
783,Audi,R82dr,2011,95993
784,Audi,R82dr,2012,126994
785,Audi,R82dr,2012,105990
786,Audi,R82dr,2012,99957
787,Audi,R84.2FSI,2014,96990
788,Audi,R84.2FSI,2014,95000
789,Audi,R84.2FSI,2014,94944
790,Audi,R84.2FSI,2015,99885
791,Audi,R84.2FSI,2015,94977
792,Audi,R84.2FSI,2015,91902
793,Audi,R85.2,2010,88888
794,Audi,R85.2FSI,2014,129991
795,Audi,R85.2FSI,2014,116999
796,Audi,R85.2FSI,2014,108888
797,Audi,RS,2013,46981
798,Audi,RS,2013,45398
799,Audi,RS,2013,43885
800,Audi,RS,2014,80995
801,Audi,RS,2014,74500
802,Audi,RS,2014,72500
803,Audi,RS,2015,91888
804,Audi,RS,2015,88750
805,Audi,RS,2015,86976
806,Audi,RS,2017,109990
807,Audi,RS,2017,109777
808,Audi,S3Premium,2015,33849
809,Audi,S3Premium,2015,26000
810,Audi,S3Premium,2015,19999
811,Audi,S3Premium,2017,42999
812,Audi,S3Prestige,2015,37000
813,Audi,S3Prestige,2015,35992
814,Audi,S3Prestige,2015,34500
815,Audi,S3quattro,2016,39987
816,Audi,S3quattro,2016,39485
817,Audi,S3quattro,2016,38277
818,Audi,S42005.5,2005,10900
819,Audi,S42007,2007,22500
820,Audi,S42007,2007,15750
821,Audi,S42007,2007,13480
822,Audi,S42007.5,2007,14995
823,Audi,S42007.5,2007,10987
824,Audi,S42dr,2006,6999
825,Audi,S44dr,2004,10499
826,Audi,S44dr,2004,9500
827,Audi,S44dr,2004,3500
828,Audi,S44dr,2005,7595
829,Audi,S44dr,2006,9988
830,Audi,S44dr,2006,7999
831,Audi,S44dr,2008,17453
832,Audi,S44dr,2008,16995
833,Audi,S44dr,2008,15499
834,Audi,S44dr,2010,19499
835,Audi,S44dr,2010,18990
836,Audi,S44dr,2011,23995
837,Audi,S44dr,2011,23750
838,Audi,S44dr,2011,21981
839,Audi,S44dr,2012,29000
840,Audi,S44dr,2012,26990
841,Audi,S44dr,2012,26422
842,Audi,S45dr,2006,7497
843,Audi,S4quattro,2013,29980
844,Audi,S4quattro,2013,29448
845,Audi,S4quattro,2013,28999
846,Audi,S4quattro,2014,38995
847,Audi,S4quattro,2014,37988
848,Audi,S4quattro,2014,37000
849,Audi,S4quattro,2015,39994
850,Audi,S4quattro,2015,36785
851,Audi,S4quattro,2015,35553
852,Audi,S4quattro,2016,45277
853,Audi,S4quattro,2016,42988
854,Audi,S4quattro,2016,42988
855,Audi,S5,2017,55991
856,Audi,S5,2017,53626
857,Audi,S5,2017,48500
858,Audi,S52dr,2008,20888
859,Audi,S52dr,2009,24388
860,Audi,S52dr,2009,22888
861,Audi,S52dr,2009,21999
862,Audi,S52dr,2010,24999
863,Audi,S52dr,2010,22995
864,Audi,S52dr,2010,22990
865,Audi,S52dr,2011,41558
866,Audi,S52dr,2011,27995
867,Audi,S52dr,2011,26998
868,Audi,S52dr,2012,31891
869,Audi,S52dr,2012,29777
870,Audi,S52dr,2012,29494
871,Audi,S5Cabriolet,2013,36497
872,Audi,S5Cabriolet,2013,35983
873,Audi,S5Cabriolet,2013,33999
874,Audi,S5Cabriolet,2014,40799
875,Audi,S5Cabriolet,2014,37500
876,Audi,S5Cabriolet,2014,34995
877,Audi,S5Cabriolet,2015,44000
878,Audi,S5Cabriolet,2015,42000
879,Audi,S5Cabriolet,2015,38999
880,Audi,S5Cabriolet,2016,51999
881,Audi,S5Cabriolet,2016,49991
882,Audi,S5Cabriolet,2016,49495
883,Audi,S5Coupe,2013,29400
884,Audi,S5Coupe,2013,25785
885,Audi,S5Coupe,2014,42888
886,Audi,S5Coupe,2014,37887
887,Audi,S5Coupe,2014,37593
888,Audi,S5Coupe,2015,45000
889,Audi,S5Coupe,2015,43999
890,Audi,S5Coupe,2015,43000
891,Audi,S5Coupe,2016,51000
892,Audi,S5Coupe,2016,50999
893,Audi,S5Coupe,2016,46995
894,Audi,S64dr,2008,18997
895,Audi,S64dr,2010,17999
896,Audi,S6Premium,2016,61991
897,Audi,S6Premium,2016,59988
898,Audi,S6Premium,2016,58987
899,Audi,S6Prestige,2016,63000
900,Audi,S6Prestige,2016,54999
901,Audi,S6quattro,2013,39989
902,Audi,S6quattro,2013,38988
903,Audi,S6quattro,2013,38900
904,Audi,S6quattro,2015,56000
905,Audi,S6quattro,2015,52564
906,Audi,S6quattro,2015,39950
907,Audi,S7Prestige,2017,76770
908,Audi,S7quattro,2013,46500
909,Audi,S7quattro,2014,51000
910,Audi,S7quattro,2014,41494
911,Audi,S7quattro,2015,60885
912,Audi,S7quattro,2016,72976
913,Audi,S7quattro,2016,70405
914,Audi,S7quattro,2016,68988
915,Audi,S8,2017,126991
916,Audi,S8,2017,121991
917,Audi,S8,2017,115733
918,Audi,S84dr,2007,24888
919,Audi,S84dr,2007,16888
920,Audi,S8Plus,2016,99995
921,Audi,S8Sedan,2016,95000
922,Audi,S8Sedan,2016,81991
923,Audi,S8quattro,2013,52995
924,Audi,S8quattro,2014,59999
925,Audi,S8quattro,2014,59998
926,Audi,S8quattro,2014,58999
927,Audi,S8quattro,2015,64997
928,Audi,S8quattro,2015,55495
929,Audi,SQ5Premium,2016,48253
930,Audi,SQ5Premium,2016,47991
931,Audi,SQ5Premium,2016,46999
932,Audi,SQ5Prestige,2017,54949
933,Audi,SQ5quattro,2014,40000
934,Audi,SQ5quattro,2014,39999
935,Audi,SQ5quattro,2014,39989
936,Audi,SQ5quattro,2015,48499
937,Audi,SQ5quattro,2015,45999
938,Audi,SQ5quattro,2015,44980
939,Audi,TT,2017,43000
940,Audi,TT180hp,2001,5791
941,Audi,TT2dr,2000,6500
942,Audi,TT2dr,2001,13900
943,Audi,TT2dr,2001,5995
944,Audi,TT2dr,2002,7995
945,Audi,TT2dr,2002,7750
946,Audi,TT2dr,2002,5499
947,Audi,TT2dr,2004,9599
948,Audi,TT2dr,2005,12980
949,Audi,TT2dr,2005,10998
950,Audi,TT2dr,2005,7991
951,Audi,TT2dr,2008,17951
952,Audi,TT2dr,2008,13900
953,Audi,TT2dr,2008,12999
954,Audi,TT2dr,2009,19788
955,Audi,TT2dr,2009,14985
956,Audi,TT2dr,2009,8995
957,Audi,TT2dr,2011,19000
958,Audi,TT2dr,2011,17460
959,Audi,TT2dr,2012,24685
960,Audi,TT2dr,2012,19285
961,Audi,TTCoupe,2013,29988
962,Audi,TTCoupe,2013,19771
963,Audi,TTCoupe,2016,38500
964,Audi,TTCoupe,2016,37897
965,Audi,TTCoupe,2016,33999
966,Audi,TTRoadster,2015,32492
967,Audi,TTRoadster,2016,44999
968,Audi,TTRoadster,2016,43981
969,Audi,TTS2.0,2017,49991
970,Audi,TTS2dr,2009,16995
971,Audi,TTS2dr,2010,23500
972,Audi,TTS2dr,2010,22995
973,Audi,TTS2dr,2010,16995
974,Audi,TTS2dr,2011,27990
975,Audi,TTS2dr,2011,19990
976,Audi,TTS2dr,2012,27991
977,Audi,TTS2dr,2012,26988
978,Audi,TTS2dr,2012,23991
979,Audi,TTSCoupe,2015,30999
980,Audi,TTSS,2016,47999
981,Audi,TTSS,2016,45788
982,Audi,TTSS,2016,45500
983,Audi,allroad2.0T,2013,26901
984,Audi,allroad2.0T,2013,24995
985,Audi,allroad2.0T,2013,24985
986,Audi,allroad2.0T,2014,35999
987,Audi,allroad2.0T,2014,33500
988,Audi,allroad2.0T,2014,32000
989,Audi,allroad2.0T,2015,35750
990,Audi,allroad2.0T,2015,34999
991,Audi,allroad2.0T,2015,34500
992,Audi,allroad2.0T,2016,42865
993,Audi,allroad2.0T,2016,40988
994,Audi,allroad2.0T,2016,37998
995,Audi,allroad5dr,2004,10900
996,Audi,allroad5dr,2005,3750
997,BMW,1,2008,14950
998,BMW,1,2008,14490
999,BMW,1,2008,13995
1000,BMW,1,2009,15998
1001,BMW,1,2009,15979
1002,BMW,1,2009,15494
1003,BMW,1,2010,17380
1004,BMW,1,2010,15990
1005,BMW,1,2010,15000
1006,BMW,1,2011,18995
1007,BMW,1,2011,17000
1008,BMW,1,2011,17000
1009,BMW,1,2012,21767
1010,BMW,1,2012,20000
1011,BMW,1,2012,19490
1012,BMW,1,2013,26999
1013,BMW,1,2013,25944
1014,BMW,1,2013,24910
1015,BMW,2,2014,37900
1016,BMW,2,2014,36999
1017,BMW,2,2014,34990
1018,BMW,2,2015,40987
1019,BMW,2,2015,39742
1020,BMW,2,2015,38904
1021,BMW,2,2016,46997
1022,BMW,2,2016,46987
1023,BMW,2,2016,43000
1024,BMW,2,2017,54993
1025,BMW,2,2017,48895
1026,BMW,2,2017,47999
1027,BMW,3,1997,6900
1028,BMW,3,1997,6799
1029,BMW,3,1997,3995
1030,BMW,3,1998,6997
1031,BMW,3,1998,6499
1032,BMW,3,1998,5995
1033,BMW,3,1999,5450
1034,BMW,3,2000,6595
1035,BMW,3,2000,5991
1036,BMW,3,2000,5885
1037,BMW,3,2001,7501
1038,BMW,3,2001,6988
1039,BMW,3,2001,6450
1040,BMW,3,2002,16888
1041,BMW,3,2002,12444
1042,BMW,3,2002,10998
1043,BMW,3,2003,21696
1044,BMW,3,2003,17311
1045,BMW,3,2003,15992
1046,BMW,3,2004,14999
1047,BMW,3,2004,14500
1048,BMW,3,2004,13919
1049,BMW,3,2005,28997
1050,BMW,3,2005,22000
1051,BMW,3,2005,15999
1052,BMW,3,2006,21988
1053,BMW,3,2006,21760
1054,BMW,3,2006,18997
1055,BMW,3,2007,15988
1056,BMW,3,2007,15452
1057,BMW,3,2007,14999
1058,BMW,3,2008,32990
1059,BMW,3,2008,29976
1060,BMW,3,2008,27995
1061,BMW,3,2009,18881
1062,BMW,3,2009,17950
1063,BMW,3,2009,16997
1064,BMW,3,2010,19900
1065,BMW,3,2010,18999
1066,BMW,3,2010,18000
1067,BMW,3,2011,24995
1068,BMW,3,2011,24991
1069,BMW,3,2011,23598
1070,BMW,3,2012,29900
1071,BMW,3,2012,26881
1072,BMW,3,2012,24950
1073,BMW,3,2013,35000
1074,BMW,3,2013,32175
1075,BMW,3,2013,32000
1076,BMW,3,2014,39390
1077,BMW,3,2014,36888
1078,BMW,3,2014,35800
1079,BMW,3,2015,41992
1080,BMW,3,2015,40850
1081,BMW,3,2015,38000
1082,BMW,3,2016,45997
1083,BMW,3,2016,45885
1084,BMW,3,2016,43963
1085,BMW,3,2017,54595
1086,BMW,3,2017,53395
1087,BMW,3,2017,53370
1088,BMW,4,2014,42900
1089,BMW,4,2014,42881
1090,BMW,4,2014,42500
1091,BMW,4,2015,45386
1092,BMW,4,2015,44997
1093,BMW,4,2015,44995
1094,BMW,4,2016,46966
1095,BMW,4,2016,46000
1096,BMW,4,2016,45900
1097,BMW,4,2017,56888
1098,BMW,4,2017,56645
1099,BMW,4,2017,56495
1100,BMW,4,2018,56991
1101,BMW,4,2018,54000
1102,BMW,4,2018,54000
1103,BMW,5,1997,4995
1104,BMW,5,1997,2988
1105,BMW,5,1998,3333
1106,BMW,5,2000,25997
1107,BMW,5,2000,6998
1108,BMW,5,2000,4888
1109,BMW,5,2001,29997
1110,BMW,5,2001,4995
1111,BMW,5,2001,4493
1112,BMW,5,2002,29997
1113,BMW,5,2002,9998
1114,BMW,5,2002,7444
1115,BMW,5,2003,14888
1116,BMW,5,2003,8987
1117,BMW,5,2003,7995
1118,BMW,5,2004,9995
1119,BMW,5,2004,8400
1120,BMW,5,2004,7500
1121,BMW,5,2005,10997
1122,BMW,5,2005,10995
1123,BMW,5,2005,8988
1124,BMW,5,2006,23980
1125,BMW,5,2006,22990
1126,BMW,5,2006,22888
1127,BMW,5,2007,29990
1128,BMW,5,2007,22987
1129,BMW,5,2007,21995
1130,BMW,5,2008,33888
1131,BMW,5,2008,29688
1132,BMW,5,2008,28885
1133,BMW,5,2009,15950
1134,BMW,5,2009,14995
1135,BMW,5,2009,14995
1136,BMW,5,2010,20266
1137,BMW,5,2010,19988
1138,BMW,5,2010,18950
1139,BMW,5,2011,27399
1140,BMW,5,2011,25988
1141,BMW,5,2011,24000
1142,BMW,5,2012,37999
1143,BMW,5,2012,26990
1144,BMW,5,2012,26888
1145,BMW,5,2013,33881
1146,BMW,5,2013,30999
1147,BMW,5,2013,29998
1148,BMW,5,2014,42900
1149,BMW,5,2014,41900
1150,BMW,5,2014,40995
1151,BMW,5,2015,50788
1152,BMW,5,2015,49995
1153,BMW,5,2015,49000
1154,BMW,5,2016,57775
1155,BMW,5,2016,54793
1156,BMW,5,2016,52900
1157,BMW,5,2017,64970
1158,BMW,5,2017,63992
1159,BMW,5,2017,63888
1160,BMW,5,2018,49888
1161,BMW,6,2004,14590
1162,BMW,6,2004,11775
1163,BMW,6,2004,9999
1164,BMW,6,2005,15998
1165,BMW,6,2005,15900
1166,BMW,6,2005,14500
1167,BMW,6,2006,26995
1168,BMW,6,2006,24988
1169,BMW,6,2006,24933
1170,BMW,6,2007,29855
1171,BMW,6,2007,25900
1172,BMW,6,2007,24900
1173,BMW,6,2008,24555
1174,BMW,6,2008,22885
1175,BMW,6,2008,21987
1176,BMW,6,2009,22977
1177,BMW,6,2009,18995
1178,BMW,6,2009,18577
1179,BMW,6,2010,21991
1180,BMW,6,2010,21000
1181,BMW,6,2010,20975
1182,BMW,6,2012,38510
1183,BMW,6,2012,37885
1184,BMW,6,2012,37496
1185,BMW,6,2013,43880
1186,BMW,6,2013,42488
1187,BMW,6,2013,42479
1188,BMW,6,2014,53900
1189,BMW,6,2014,53581
1190,BMW,6,2014,52824
1191,BMW,6,2015,55999
1192,BMW,6,2015,55977
1193,BMW,6,2015,55470
1194,BMW,6,2016,56966
1195,BMW,6,2016,54900
1196,BMW,6,2016,54888
1197,BMW,7,2000,4888
1198,BMW,7,2001,4995
1199,BMW,7,2001,3990
1200,BMW,7,2002,10995
1201,BMW,7,2003,13998
1202,BMW,7,2003,8800
1203,BMW,7,2003,6933
1204,BMW,7,2004,9988
1205,BMW,7,2004,9899
1206,BMW,7,2004,8770
1207,BMW,7,2005,10499
1208,BMW,7,2005,7995
1209,BMW,7,2006,13999
1210,BMW,7,2006,12995
1211,BMW,7,2006,11500
1212,BMW,7,2007,12999
1213,BMW,7,2007,12990
1214,BMW,7,2007,12800
1215,BMW,7,2008,19999
1216,BMW,7,2008,17900
1217,BMW,7,2008,16495
1218,BMW,7,2009,21555
1219,BMW,7,2009,20950
1220,BMW,7,2009,19999
1221,BMW,7,2010,28000
1222,BMW,7,2010,24950
1223,BMW,7,2010,23555
1224,BMW,7,2011,32885
1225,BMW,7,2011,31995
1226,BMW,7,2011,29999
1227,BMW,7,2012,44900
1228,BMW,7,2012,38999
1229,BMW,7,2012,33821
1230,BMW,7,2013,52998
1231,BMW,7,2013,48998
1232,BMW,7,2013,48995
1233,BMW,7,2014,53985
1234,BMW,7,2014,52678
1235,BMW,7,2014,49594
1236,BMW,7,2015,55881
1237,BMW,7,2015,53920
1238,BMW,7,2015,53881
1239,BMW,7,2016,56988
1240,BMW,7,2016,56895
1241,BMW,7,2016,51995
1242,BMW,7,2017,59900
1243,BMW,7,2017,58998
1244,BMW,7,2017,58900
1245,BMW,8,1997,29990
1246,BMW,M2Coupe,2016,54900
1247,BMW,M2Coupe,2017,54895
1248,BMW,M32dr,2009,31988
1249,BMW,M32dr,2009,31488
1250,BMW,M32dr,2009,28995
1251,BMW,M32dr,2010,29995
1252,BMW,M32dr,2010,25000
1253,BMW,M32dr,2011,40993
1254,BMW,M32dr,2011,38888
1255,BMW,M32dr,2011,35000
1256,BMW,M34dr,2009,31997
1257,BMW,M34dr,2009,30544
1258,BMW,M34dr,2009,25535
1259,BMW,M34dr,2010,29995
1260,BMW,M34dr,2010,24999
1261,BMW,M34dr,2011,34988
1262,BMW,M34dr,2011,32400
1263,BMW,M3Convertible,2013,35990
1264,BMW,M3Convertible,2013,32900
1265,BMW,M3Coupe,2013,45500
1266,BMW,M3Coupe,2013,43777
1267,BMW,M3Coupe,2013,39499
1268,BMW,M3M3,2012,38257
1269,BMW,M3M3,2012,33988
1270,BMW,M3M3,2012,31440
1271,BMW,M3Sedan,2015,50999
1272,BMW,M3Sedan,2016,48999
1273,BMW,M4Coupe,2015,52969
1274,BMW,M4Coupe,2015,51998
1275,BMW,M4Coupe,2015,51976
1276,BMW,M4Coupe,2016,52999
1277,BMW,M54dr,2009,35997
1278,BMW,M5Sedan,2013,47990
1279,BMW,M5Sedan,2013,45995
1280,BMW,M5Sedan,2013,43999
1281,BMW,M5Sedan,2014,49499
1282,BMW,M5Sedan,2014,48999
1283,BMW,M5Sedan,2014,48999
1284,BMW,M62dr,2009,35888
1285,BMW,M62dr,2010,30900
1286,BMW,M62dr,2010,28888
1287,BMW,X1AWD,2016,31991
1288,BMW,X1Sports,2017,45545
1289,BMW,X1Sports,2017,42877
1290,BMW,X1Sports,2017,41288
1291,BMW,X1sDrive28i,2013,19995
1292,BMW,X1sDrive28i,2013,19900
1293,BMW,X1sDrive28i,2013,18445
1294,BMW,X1sDrive28i,2014,28999
1295,BMW,X1sDrive28i,2014,25994
1296,BMW,X1sDrive28i,2014,25785
1297,BMW,X1sDrive28i,2015,31475
1298,BMW,X1sDrive28i,2015,29976
1299,BMW,X1sDrive28i,2015,29900
1300,BMW,X1sDrive28i,2017,43570
1301,BMW,X1sDrive28i,2017,43000
1302,BMW,X1sDrive28i,2017,40841
1303,BMW,X1xDrive,2016,36895
1304,BMW,X1xDrive,2016,30999
1305,BMW,X1xDrive,2016,30990
1306,BMW,X1xDrive28i,2013,20990
1307,BMW,X1xDrive28i,2013,19999
1308,BMW,X1xDrive28i,2013,18950
1309,BMW,X1xDrive28i,2014,27500
1310,BMW,X1xDrive28i,2014,26977
1311,BMW,X1xDrive28i,2014,25999
1312,BMW,X1xDrive28i,2015,32995
1313,BMW,X1xDrive28i,2015,28993
1314,BMW,X1xDrive28i,2015,28794
1315,BMW,X1xDrive28i,2017,45470
1316,BMW,X1xDrive28i,2017,43920
1317,BMW,X1xDrive28i,2017,42088
1318,BMW,X1xDrive35i,2013,25576
1319,BMW,X1xDrive35i,2013,23987
1320,BMW,X1xDrive35i,2013,22500
1321,BMW,X1xDrive35i,2014,31977
1322,BMW,X1xDrive35i,2014,29944
1323,BMW,X1xDrive35i,2014,28995
1324,BMW,X1xDrive35i,2015,31000
1325,BMW,X1xDrive35i,2015,30500
1326,BMW,X1xDrive35i,2015,29981
1327,BMW,X3AWD,2004,7999
1328,BMW,X3AWD,2004,7998
1329,BMW,X3AWD,2004,6963
1330,BMW,X3AWD,2005,10900
1331,BMW,X3AWD,2005,8990
1332,BMW,X3AWD,2005,8500
1333,BMW,X3AWD,2006,12995
1334,BMW,X3AWD,2006,8500
1335,BMW,X3AWD,2006,7995
1336,BMW,X3AWD,2007,11488
1337,BMW,X3AWD,2007,11222
1338,BMW,X3AWD,2007,10995
1339,BMW,X3AWD,2008,12995
1340,BMW,X3AWD,2008,12988
1341,BMW,X3AWD,2008,11995
1342,BMW,X3AWD,2009,15888
1343,BMW,X3AWD,2009,13998
1344,BMW,X3AWD,2009,13900
1345,BMW,X3AWD,2010,17500
1346,BMW,X3AWD,2010,15995
1347,BMW,X3AWD,2010,15000
1348,BMW,X3AWD,2011,21998
1349,BMW,X3AWD,2011,19990
1350,BMW,X3AWD,2011,18990
1351,BMW,X3AWD,2012,22995
1352,BMW,X3AWD,2012,21900
1353,BMW,X3AWD,2012,21499
1354,BMW,X3sDrive28i,2015,32952
1355,BMW,X3sDrive28i,2015,32518
1356,BMW,X3sDrive28i,2015,31771
1357,BMW,X3sDrive28i,2016,32885
1358,BMW,X3sDrive28i,2016,29995
1359,BMW,X3sDrive28i,2016,29658
1360,BMW,X3sDrive28i,2017,49791
1361,BMW,X3sDrive28i,2017,47691
1362,BMW,X3sDrive28i,2017,46993
1363,BMW,X3xDrive28d,2015,36997
1364,BMW,X3xDrive28d,2015,36988
1365,BMW,X3xDrive28d,2015,34900
1366,BMW,X3xDrive28d,2016,36000
1367,BMW,X3xDrive28d,2016,34997
1368,BMW,X3xDrive28d,2016,34995
1369,BMW,X3xDrive28i,2013,24900
1370,BMW,X3xDrive28i,2013,23988
1371,BMW,X3xDrive28i,2013,21977
1372,BMW,X3xDrive28i,2014,32997
1373,BMW,X3xDrive28i,2014,32995
1374,BMW,X3xDrive28i,2014,32977
1375,BMW,X3xDrive28i,2015,35900
1376,BMW,X3xDrive28i,2015,34900
1377,BMW,X3xDrive28i,2015,34500
1378,BMW,X3xDrive28i,2016,34800
1379,BMW,X3xDrive28i,2016,32900
1380,BMW,X3xDrive28i,2016,32297
1381,BMW,X3xDrive28i,2017,48895
1382,BMW,X3xDrive28i,2017,48500
1383,BMW,X3xDrive28i,2017,47976
1384,BMW,X3xDrive35i,2013,25899
1385,BMW,X3xDrive35i,2013,24495
1386,BMW,X3xDrive35i,2013,22422
1387,BMW,X3xDrive35i,2014,36500
1388,BMW,X3xDrive35i,2014,34000
1389,BMW,X3xDrive35i,2014,33988
1390,BMW,X3xDrive35i,2015,36997
1391,BMW,X3xDrive35i,2015,35900
1392,BMW,X3xDrive35i,2015,35888
1393,BMW,X3xDrive35i,2016,39551
1394,BMW,X3xDrive35i,2016,30935
1395,BMW,X3xDrive35i,2017,55992
1396,BMW,X3xDrive35i,2017,52000
1397,BMW,X3xDrive35i,2017,51000
1398,BMW,X4M40i,2018,58976
1399,BMW,X4M40i,2018,58895
1400,BMW,X4xDrive28i,2015,40988
1401,BMW,X4xDrive28i,2015,39800
1402,BMW,X4xDrive28i,2015,39488
1403,BMW,X4xDrive28i,2016,42475
1404,BMW,X4xDrive28i,2016,40000
1405,BMW,X4xDrive28i,2016,39999
1406,BMW,X4xDrive28i,2017,51388
1407,BMW,X4xDrive28i,2017,46945
1408,BMW,X4xDrive28i,2017,41885
1409,BMW,X4xDrive28i,2018,56695
1410,BMW,X4xDrive28i,2018,49944
1411,BMW,X4xDrive28i,2018,49944
1412,BMW,X4xDrive35i,2015,40488
1413,BMW,X4xDrive35i,2015,39900
1414,BMW,X4xDrive35i,2015,39577
1415,BMW,X4xDrive35i,2016,44000
1416,BMW,X4xDrive35i,2016,38899
1417,BMW,X4xDriveM40i,2017,61992
1418,BMW,X4xDriveM40i,2017,55895
1419,BMW,X4xDriveM40i,2017,54895
1420,BMW,X5,2011,34990
1421,BMW,X5,2011,27999
1422,BMW,X5,2012,31988
1423,BMW,X5,2012,30988
1424,BMW,X5,2016,59945
1425,BMW,X5,2016,56970
1426,BMW,X5,2016,51500
1427,BMW,X5AWD,2000,4995
1428,BMW,X5AWD,2001,5995
1429,BMW,X5AWD,2001,5995
1430,BMW,X5AWD,2001,4595
1431,BMW,X5AWD,2002,8899
1432,BMW,X5AWD,2002,5995
1433,BMW,X5AWD,2002,5995
1434,BMW,X5AWD,2003,7888
1435,BMW,X5AWD,2003,6900
1436,BMW,X5AWD,2003,6595
1437,BMW,X5AWD,2004,8995
1438,BMW,X5AWD,2005,10800
1439,BMW,X5AWD,2005,10800
1440,BMW,X5AWD,2005,9988
1441,BMW,X5AWD,2006,11200
1442,BMW,X5AWD,2006,10990
1443,BMW,X5AWD,2006,10888
1444,BMW,X5AWD,2007,19998
1445,BMW,X5AWD,2007,14999
1446,BMW,X5AWD,2007,14988
1447,BMW,X5AWD,2008,17500
1448,BMW,X5AWD,2008,15995
1449,BMW,X5AWD,2008,15994
1450,BMW,X5AWD,2009,18950
1451,BMW,X5AWD,2009,17988
1452,BMW,X5AWD,2009,17000
1453,BMW,X5AWD,2010,19990
1454,BMW,X5AWD,2010,19950
1455,BMW,X5AWD,2010,18999
1456,BMW,X5AWD,2011,24888
1457,BMW,X5AWD,2011,23800
1458,BMW,X5AWD,2011,22988
1459,BMW,X5AWD,2012,28990
1460,BMW,X5AWD,2012,28990
1461,BMW,X5AWD,2012,26988
1462,BMW,X5sDrive35i,2014,42992
1463,BMW,X5sDrive35i,2014,42885
1464,BMW,X5sDrive35i,2014,42500
1465,BMW,X5sDrive35i,2015,42500
1466,BMW,X5sDrive35i,2015,41888
1467,BMW,X5sDrive35i,2015,41881
1468,BMW,X5sDrive35i,2016,43999
1469,BMW,X5sDrive35i,2016,36999
1470,BMW,X5sDrive35i,2016,36997
1471,BMW,X5sDrive35i,2017,62988
1472,BMW,X5sDrive35i,2017,62417
1473,BMW,X5sDrive35i,2017,59873
1474,BMW,X5xDrive35d,2013,32999
1475,BMW,X5xDrive35d,2013,32339
1476,BMW,X5xDrive35d,2013,31900
1477,BMW,X5xDrive35d,2014,46977
1478,BMW,X5xDrive35d,2014,44900
1479,BMW,X5xDrive35d,2014,43900
1480,BMW,X5xDrive35d,2015,48900
1481,BMW,X5xDrive35d,2015,48583
1482,BMW,X5xDrive35d,2015,46997
1483,BMW,X5xDrive35d,2016,60997
1484,BMW,X5xDrive35d,2016,54995
1485,BMW,X5xDrive35i,2013,35998
1486,BMW,X5xDrive35i,2013,30998
1487,BMW,X5xDrive35i,2013,29998
1488,BMW,X5xDrive35i,2014,46999
1489,BMW,X5xDrive35i,2014,43900
1490,BMW,X5xDrive35i,2014,43895
1491,BMW,X5xDrive35i,2015,46994
1492,BMW,X5xDrive35i,2015,44833
1493,BMW,X5xDrive35i,2015,44470
1494,BMW,X5xDrive35i,2016,56888
1495,BMW,X5xDrive35i,2016,48999
1496,BMW,X5xDrive35i,2016,40998
1497,BMW,X5xDrive35i,2017,60750
1498,BMW,X5xDrive35i,2017,60288
1499,BMW,X5xDrive35i,2017,59991
1500,BMW,X5xDrive50i,2013,32900
1501,BMW,X5xDrive50i,2013,31900
1502,BMW,X5xDrive50i,2013,29995
1503,BMW,X5xDrive50i,2014,47995
1504,BMW,X5xDrive50i,2014,47900
1505,BMW,X5xDrive50i,2014,47900
1506,BMW,X5xDrive50i,2015,55760
1507,BMW,X5xDrive50i,2015,53300
1508,BMW,X5xDrive50i,2015,52435
1509,BMW,X5xDrive50i,2016,52997
1510,BMW,X6,2011,32995
1511,BMW,X6,2012,35997
1512,BMW,X6,2013,42995
1513,BMW,X6,2013,39495
1514,BMW,X6,2013,36495
1515,BMW,X6,2014,52000
1516,BMW,X6,2014,50997
1517,BMW,X6,2014,45999
1518,BMW,X6AWD,2008,21919
1519,BMW,X6AWD,2008,18985
1520,BMW,X6AWD,2009,32990
1521,BMW,X6AWD,2009,19997
1522,BMW,X6AWD,2010,24999
1523,BMW,X6AWD,2010,20799
1524,BMW,X6AWD,2011,30985
1525,BMW,X6AWD,2011,27950
1526,BMW,X6AWD,2011,26997
1527,BMW,X6AWD,2012,32999
1528,BMW,X6AWD,2012,26991
1529,BMW,X6AWD,2012,25430
1530,BMW,X6sDrive35i,2015,45977
1531,BMW,X6sDrive35i,2015,41895
1532,BMW,X6sDrive35i,2016,55000
1533,BMW,X6sDrive35i,2016,54962
1534,BMW,X6sDrive35i,2016,51995
